1365
2027 -2283
-1379 5999
-5775 -3413
5496 4781
7020 -6491
1648 -3404
-2813 6888
-1612 6479
-7989 2384
5664 -3927
2465 -8272
-3541 -9843
7023 3069
-3067 -60
2331 7174
3783 -169
3740 -6114
355 1951
-4720 -5964
3029 7872
579 6219
-2741 4547
8163 -8776
1237 1194
9464 -53
2398 -2860
8790 -4436
-9410 -1498
-8021 8424
-3287 5992
5199 6859
-6475 1410
4354 5361
-8736 7615
-6243 1324
1253 8738
-7876 9583
-1344 -169
-5005 -3873
1423 -8001
-8399 -4433
2556 -6329
2050 6866
8655 -2305
-5449 -1270
6440 280
2850 -555
-5643 847
2701 6726
8350 7858
36 -374
1467 -7612
2999 -30
4749 494
2123 6132
3033 2615
-6261 6700
8118 -7644
-1285 2361
-2171 1146
-5756 -8338
-97 -6249
-6189 -7639
-7395 8500
-8492 -5576
2668 7098
6895 2483
-7787 670
-2811 -78
2352 -9738
-531 -1705
-9600 6463
-8362 5403
6191 -1820
-7284 8329
5059 -783
-4795 6896
-939 7987
2104 -4527
-8910 -526
-7586 -4162
-9242 6041
5877 6302
8699 307
3621 194
-6242 3852
-4056 5433
1651 3921
-9647 -7040
-4376 -6586
-8970 -2760
5433 -4520
-7299 -6663
5845 4446
-4502 9710
-3973 -7628
8793 -1968
820 6775
-2716 -8883
7516 5380
712 -8308
-8365 -5147
1961 -5214
9128 -6671
5365 7368
9921 8969
2989 -3925
-976 -4228
-2721 4946
7245 -2771
3184 2332
-6460 4466
-7389 -2011
-1621 -1516
8071 6533
4574 8112
-8409 3041
-1021 9404
-8406 5892
8534 2432
-3172 -5157
-3345 -8606
4605 -6790
-930 4187
-8895 -8653
5175 9974
7172 5179
-5647 -3431
-7330 5744
-3934 1576
8987 -5834
-2502 -7088
7064 4220
5532 -7554
7914 1483
9458 -6170
941 -5774
4052 -1958
7069 1060
6605 9982
-993 3706
437 680
-9767 -9682
6962 5487
-4532 -9754
-5621 7047
8534 -6410
5480 5970
-6048 -3664
-2083 1800
9079 -2854
6523 -9925
-8100 -8939
4663 8911
-7634 -4833
3155 3268
4394 -7287
4455 6428
-4544 -8742
-9490 -3857
1686 -1352
-2135 9608
4451 9564
5240 557
639 -6186
3765 145
-4819 2870
571 5840
8119 3714
8423 2610
-6201 9129
2307 1550
5425 -5832
3886 -7386
-4534 -3482
-8734 -5090
-823 -9178
1609 8434
-6684 -951
9707 8330
9286 -112
-9426 8226
-6438 5280
-25 -9920
6066 -6238
3703 -35
-395 -5300
-2575 -2584
2928 9026
4197 202
2339 6679
-7611 -3406
-499 7464
-717 -7810
-7865 -5461
9557 5652
1632 5161
7244 -4010
7544 2985
-7226 9913
4301 171
9459 7726
-5832 3012
936 -2981
6772 965
1949 9751
-4914 -7209
513 2160
-6043 7300
9668 -5213
9067 -8749
-7288 -6301
5769 637
-6925 -1215
2960 -9078
-9921 5165
-3985 -3161
6286 -8870
1975 -6740
5617 -1241
-3645 7026
145 2448
-4104 -989
-9820 -366
-5668 3323
5866 -4681
-3003 179
-6123 -8119
-1778 -8520
3048 -6847
2086 -4275
-8857 7730
2862 -8699
-8799 6294
-7057 6151
4895 -3551
-6945 1197
50 959
2668 -4618
-8249 -6186
8641 -8384
2803 6604
-3303 -1166
4794 3919
9205 413
7420 -7118
3574 -8097
-1490 4259
-7498 3774
-9085 7377
-2078 1810
-3771 -3476
5643 -4872
104 8007
9369 -2432
-1764 -2045
-6095 -6061
-9158 -8267
1721 -4475
-4617 -7682
2844 -6201
-2653 -971
-9184 -1599
-5053 -1911
-7671 7988
4767 1444
-9475 -4442
-9132 8305
8575 6414
2367 4256
-6466 1452
-5996 2067
-4410 -1615
-8952 -5874
3560 3499
785 926
-7145 -7435
4643 2950
-8659 8689
3825 -229
6898 4372
-8779 -4308
-3224 3980
2476 4734
3956 -9675
-6125 -9591
8263 9026
6545 8062
9789 -7099
1581 1939
-7081 -7282
-1586 -4250
-2764 8623
-9876 -9245
3155 9719
-4628 -732
8638 -2252
2622 -6313
-6066 -637
9615 9343
-3551 -3842
-5892 -694
6618 7518
8174 8828
9244 3394
4480 -3006
-1367 1099
2635 -4229
1773 -1341
-3247 1763
-1227 5422
9798 -2466
7407 -7939
-6318 1717
-4676 -6134
-1165 -3149
2942 -9366
8427 -6333
5082 -8441
5397 -6145
3912 -1696
886 -8510
-5992 -4110
-4382 4762
7501 7708
-9417 -7609
5956 -4707
-5393 -4852
9524 -9599
-6593 6789
-5010 -5925
-4539 -3908
9738 -4412
-2978 -7422
-5551 -1160
-4739 8600
847 -6325
3954 -3400
5571 2079
1493 -2011
9699 5504
3337 -1817
-5188 892
-3166 -9970
5983 -2422
-8575 -7895
8112 -5290
203 -2428
4323 -8899
3565 -8999
-7483 -4346
-9595 2717
8547 3972
5219 4068
-1324 -103
772 8155
-1948 7401
-8034 7773
8268 5327
4 78
5621 1343
-8492 4357
1132 5824
-4522 -8168
-5878 -7702
-600 335
-7422 -4386
-4447 6873
-5422 -8959
-3055 -9792
7945 9450
-1226 -6624
9991 3269
3648 1837
8169 8924
-7882 2451
8090 7455
-3337 868
2294 -97
8337 6064
7590 -1709
-482 -2480
3038 -7474
2865 -9368
5390 -1872
2429 -2154
6550 6194
8514 1876
5332 5299
-3169 -3452
-6854 4631
-6965 5688
-7926 5141
-3487 6347
639 1339
5406 1110
-9901 6733
-9815 4345
4088 6339
1702 5666
-4954 9863
5361 5680
1341 505
2233 6689
-8501 9733
-338 2650
-5877 7199
9621 1250
-2232 9265
3380 6141
8813 -4230
9126 6900
3327 -6761
644 6507
-4025 -8767
-9783 2753
4046 8501
-2796 1791
3232 8129
-8671 -6294
-4010 7146
5630 5877
-3401 2474
344 -1591
8844 3358
-5574 -113
5648 1510
2881 2629
8917 -4378
1129 1995
8198 -7504
-277 1603
8727 3281
-7263 2227
51 7259
6896 5952
1390 -2789
1070 2385
-5469 -5434
-9508 -4613
4404 7326
-9412 -8055
-9892 -6835
7875 3720
2734 8513
-2048 -7047
1977 949
3198 5983
-2872 5175
-1414 8708
3754 -9149
5559 -6002
3393 -6539
4953 -7775
9206 -8899
5617 767
-3734 -780
825 3699
-998 6400
-4924 7785
-8044 5421
5085 6795
-6544 -188
4679 7532
-4896 -9966
6022 5326
8966 4391
-3559 -2701
2421 -5817
5386 -8452
-3868 -7094
1728 -8480
101 -916
-4602 -8162
-141 3960
-1137 -2378
6401 -6607
-9943 7459
5721 -5907
-6104 -4932
-1840 -4686
4496 2401
-4936 -584
-8043 9421
8992 -58
7335 -9744
-7193 3616
-8967 -248
-2210 -8775
9487 2940
5557 -1705
-1520 5233
6495 1906
3157 6481
-1200 2500
6632 -5552
-7648 -285
-183 -6706
-6753 5040
8051 2569
6069 8010
-9559 -8294
-742 8214
-5138 -8517
-5689 -2794
6112 -7664
-6833 -5102
6468 4835
5373 3730
1526 1888
4125 9039
9974 9474
-7082 8272
-9822 1773
1874 -3191
-3424 8520
9289 -8583
-3981 9288
-4918 3594
-1038 -2147
-3245 -7408
7766 -2228
6830 -2214
-8453 5951
-4781 -1421
1798 -3494
6489 -8931
767 -9447
3493 6344
1363 8627
-9858 -946
-3069 -1246
7327 5024
-9433 1332
-7473 5658
3076 -9570
6525 2398
-5821 -1248
4077 -7086
-9613 7248
8690 -9868
2027 6418
2670 620
-5856 1155
2980 -5564
1572 8511
4248 -7601
3617 9298
-5350 5483
7396 5195
6398 -8149
-3365 559
-371 -6462
6341 -216
-3238 -3775
6666 -7782
-3296 -5487
-6379 4940
-5754 7811
1787 8773
-1804 -5224
-1640 1455
7003 -6850
-5263 2793
-5627 7811
-9836 8960
6096 -5771
-7334 1532
-6371 -201
-9368 -9034
8922 -706
-3635 2430
9949 4913
-4576 1905
-2440 -5357
-9101 4979
4420 -4613
-4966 -6532
9707 -4311
-8433 -5145
6133 -8462
-8704 -6827
6629 4413
-1963 6745
9159 -3477
3054 4505
9339 4964
9497 1107
1201 -3751
-7075 -212
1263 7245
-6071 7277
6334 7224
9508 8836
-5294 -5046
-4949 -6250
4369 -5733
2858 -6194
3861 -4607
-3286 -904
-2549 -7963
4670 3996
-6655 301
-8772 -6078
-1653 9163
-3489 7125
-3504 1994
4076 9386
-9022 4201
-9622 -8875
7699 6374
-4999 7155
-5657 -1799
7659 2272
-2971 -1023
-2160 -5276
-5904 4757
-475 -4049
243 7064
5830 -8133
1610 1545
-8138 -3304
-1311 9375
2425 -1844
3389 -3611
-8413 -6554
4854 -3318
5408 4670
5715 -1959
1601 4121
-2363 -2523
-5209 2041
-2206 -705
-6481 -3203
-7927 554
3117 -7359
5519 6512
5383 8298
1145 -5980
8079 -4242
4214 9484
-22 -1163
-1424 -7861
8354 2552
1995 2019
-3028 7757
-8695 8890
-414 1891
-6136 -6626
9136 -7727
-5954 1609
-4334 5777
1589 5131
6106 -8397
-9166 3860
4165 -2645
-5532 5744
-8524 -3647
-2741 9779
2409 -892
3957 -7812
9037 1877
881 1526
-1892 -7297
5700 -3287
-5296 -625
1294 4425
3767 -1665
9254 1667
-5340 8112
986 9311
3796 2958
-1518 -6509
-6134 -4673
1131 1240
-7973 -4728
4270 4043
6092 695
-4920 -607
-2778 2304
-3018 8498
-3400 5505
-7668 9751
-1636 -8628
-3095 -5303
9660 411
3127 -699
123 -1001
5822 5397
9828 7252
471 -2202
4875 -8462
3971 -5292
4117 510
7168 7700
-8592 -9981
-7495 -3289
-2152 -7008
-9485 7781
-2407 -7877
1556 -9136
2296 -4860
-8612 -238
4299 3255
3841 8047
2311 3574
1447 -1062
-1373 -2307
1153 2647
3607 -249
-8092 6641
-4084 -2550
-5154 1176
5066 576
6141 386
-1119 3567
5861 2203
-2466 9251
9482 9782
-6972 5551
-2519 -8120
-6061 -3296
8937 4660
-8025 -7383
-2186 -2423
3723 4445
-1135 -7385
1348 -5729
8371 5559
4945 -7747
-198 -2431
-3642 3595
-4512 -7158
-8081 -8366
-1511 -4662
-340 -9846
5356 -1445
-564 8668
-2605 -8635
1393 7041
9714 3278
2685 -5955
-8625 6155
1249 -2721
-7529 4234
4783 2358
-8916 -6086
8867 -9749
-3875 8815
7572 -3926
1312 -9893
-6413 -1349
5128 -4167
9833 -9766
-6142 -568
-5378 -681
-5916 -7969
243 2651
2433 -4271
2631 -9680
-9741 -5365
9581 -8486
9865 -8074
-4800 -581
-2946 -6023
-7811 7225
5681 3847
1778 2008
7097 -2897
-6301 -2486
3848 1982
-9555 -3303
-4403 -9468
-6768 2089
8693 5413
-4048 -8867
-2602 -1294
7008 -913
-2881 -3723
-8273 709
-3321 -1866
2150 -4312
-8873 -7399
-6719 -9951
6949 5946
3687 4215
6968 4601
-5625 6112
-1215 -1034
-4513 919
1594 -4829
8603 3294
1199 9614
2065 2730
-6701 -5392
-1181 4582
-7046 -9723
-4101 -6765
-3744 -5536
7531 -2165
1678 7498
9 -3731
785 -8453
6007 6662
-1913 -1864
-1630 1671
2719 -7064
8062 9338
8793 -5003
5604 4851
-947 -537
-538 3483
3465 9913
-766 4944
-9607 -4689
-5947 -4583
2581 -8889
8437 -8218
7887 -9490
3787 1100
1875 7864
-7270 2557
-2646 -7270
6655 5864
-3713 202
-5400 -4555
-4921 -788
333 5652
7629 502
2356 -3574
-9691 5131
-246 1583
7534 -7760
-3631 8224
4952 6871
-1951 -1953
3493 -4890
9375 -4294
-9397 9639
5349 7936
-2842 6179
7976 336
1860 -5205
8678 2738
8939 -8268
-7688 -4218
-9697 -8019
9442 -2927
-5625 -9545
3289 2381
-2341 385
-5775 -6460
-5879 6546
-6876 5114
-5616 6931
-5417 -8464
-7231 4514
1711 3101
5318 89
4850 4023
-5639 1228
2049 -1208
-1970 -2328
2050 -5126
8288 6368
-130 -6454
3124 1370
-1029 9272
3592 -2162
-9548 2802
6108 -2131
-6849 1441
7916 -4865
-5731 3255
5643 8924
-6961 3992
-2018 -7431
2012 -3648
-3542 2371
-9636 -1503
-9032 8299
-2791 -5403
-8982 -1535
593 -4804
2396 -6723
6649 -6000
-7059 6513
-7898 -4780
5590 -9184
-359 -5867
7210 -6635
-387 6758
5688 3638
4067 3003
-6602 -4259
-4177 -542
3901 -4118
-1358 2792
8504 -9907
1747 7211
7158 5182
9996 -7062
-4097 -1996
7617 -4362
-9652 -3386
-6488 -4747
-613 -7944
-4000 147
972 -1487
-6650 9889
-3534 7105
-9579 5021
2506 -2217
-1930 -2871
5261 -9726
7164 -5007
5781 -7988
-4280 -9842
-5120 -2461
-5227 -4793
-6496 -2989
-7646 -8128
-4423 -2680
-9736 -1571
-1400 3021
-7923 9421
-3002 3471
-6916 1124
6485 -3432
6055 -3406
-2816 6742
-169 -9885
1522 -5267
384 802
-4559 -346
-4686 5051
6005 -5921
6557 -866
8499 4301
-5892 -3712
5850 3097
582 2516
2239 1125
9855 -2817
1673 6324
-380 -3782
-7778 649
514 -3648
2660 8730
-4970 -987
3192 1624
-3756 9926
-7854 -6415
5099 7944
4028 7013
7641 -9719
-2373 5790
-958 -3560
-1219 -450
-801 2337
-2640 -4165
-5563 6813
-8698 -9136
-9216 -5355
193 -702
9404 8395
3784 -9929
-4412 -4651
-456 -1148
7178 3692
710 -4247
-2325 -6668
9009 5698
-5844 -3997
-2347 7696
2696 9178
3321 -6855
9266 -1226
9364 5878
9127 8201
-8829 5509
-6199 -3174
1556 -328
5055 5926
-148 -3463
-1191 -7319
8304 8917
-6526 -7325
5997 1349
-7228 4588
-400 5648
-8776 7126
-9616 -5021
-8438 -1052
-1638 -136
5134 -4832
-5455 1358
6541 3591
-5019 -347
2730 746
-5510 -1927
1330 -8995
-6435 -1228
-444 -2132
7314 -915
-8784 -2973
-465 5221
3200 7546
-9984 4960
4684 4285
-2126 7605
-9284 -6744
8401 8458
2946 -6406
-9728 -4257
-7745 9699
-5218 -7942
5840 8136
-3452 -461
1368 7840
7120 -242
5651 3020
-8378 -1367
3699 8379
-3596 9208
-3467 7495
5649 -9194
-8660 3043
4387 400
-7870 -6205
5107 -2610
6623 -9935
-4368 -7121
-8754 6764
1470 -4236
6961 9204
4218 -2201
1325 -9377
-3426 -5755
4534 -7412
-9523 2058
-7050 -8268
-9217 1228
2692 -6632
-5164 -4803
1563 -4153
1601 -3585
4449 -1408
3317 415
-7029 -4707
360 -7589
3452 3236
8402 8470
7296 -3279
2222 1458
-63 -5337
5451 8789
-1527 -6792
-5810 -5598
-4694 -6753
1342 -4671
-7577 676
5388 498
597 2918
8883 -882
7862 5653
9846 -9679
-7353 4400
1049 -7921
1959 -1918
-8450 3974
-3351 1055
-7068 -6303
-2325 7856
-9274 4471
-8703 -3923
-846 6554
-3709 9936
-8251 -3101
5382 -2044
2349 3331
1151 628
-5543 1785
5795 -7985
5463 -7737
505 -287
6769 5761
616 -563
-7284 -9330
-2529 1117
-7710 7659
-1230 9208
-6790 -6322
-3919 -5751
-3274 4175
-1462 -3651
-3431 -6381
8572 4792
5292 4682
1866 8335
-3656 -3033
9821 -4738
6591 -8248
9230 -5655
3728 6141
-3182 7390
-783 1175
-4648 -1231
3246 4661
3837 6333
-3297 -8716
3275 984
613 -6699
-30 9077
-9820 1902
-7593 -9705
7026 -7482
-7607 -6609
9680 5062
-6832 2654
-1274 -3285
4638 3562
-9968 -4179
-2357 -2858
6811 -4233
-1197 -4878
-9760 2339
7789 6621
-6278 -4218
-8703 -3071
7519 -5157
-9366 -7877
8321 1060
5175 7007
114 6139
-4521 4967
-4553 3894
6826 -9548
4648 -7501
-1052 -1277
-5072 7643
9103 8324
-5854 2292
8264 6024
-3585 -9814
-973 -8609
3920 -717
-8126 6910
-8844 -7131
2488 366
-1716 9941
-9433 6862
-2845 -5625
22 6099
4958 63
381 -2805
-8614 4962
4890 -5199
6211 6782
7395 -1840
980 200
7630 -6802
-8597 -8780
-276 -6385
1221 -4154
-2600 7136
6438 -6720
-1518 -6880
2584 7784
-1654 6319
1277 2765
-9200 -222
948 7626
-4130 8563
192 -1815
-8394 4514
-7495 -5605
-8295 6286
8298 3926
5872 -3095
-8797 -4122
-3099 -4759
9361 -5034
-1121 1209
4109 3577
-1906 4713
-7844 4667
3418 1498
5213 6058
-2498 927
-2477 -2726
88 -6055
-3767 8042
196 9523
7916 483
-1837 5616
4417 -5068
-2011 2266
7466 -6205
-2475 3791
7026 -6386
7052 251
-9405 -1272
9774 -3405
-4503 -4304
-9993 8082
-3501 8687
-7521 8111
4885 -6016
-4363 341
-2454 -6599
-590 1869
2261 9185
2539 1085
5916 6228
6598 352
7141 -4034
9391 7470
4458 358
-8488 2004
-414 6514
-2639 -4373
-1941 5744
-200 -7400
-3206 -154
-728 9811
2020 6490
-6017 6259
-275 9461
-2478 9786
1600 -7591
9696 -2637
2121 -6840
-7388 5432
6895 5313
-5226 -8518
9408 5201
-5834 -6019
-563 -4447
-6435 6539
4172 6025
8575 -4758
-4386 6552
3822 3449
-9931 3467
-4705 -9292
546 -1803
6734 -8425
-2933 4853
6927 3550
-599 -4884
4432 9847
-2455 -6273
-9571 -2459
8134 1980
-6348 -5507
-5553 -9343
-4614 5555
4040 -1871
5188 -5577
7954 -6572
-9292 5878
2519 -7288
-2386 -684
8815 -9646
5383 4294
7378 -6033
-5447 -5505
8739 -4231
3253 -3298
-2033 661
-2145 -7951
-8800 -4360
1076 1389
-6884 4594
-6602 7372
8108 -3277
-6214 6157
9310 -2056
-5580 -8624
2140 -4061
6044 -3615
-2744 -2220
-9026 -170
9101 1660
-6067 3176
-4501 -4550
4881 4433
4536 5169
2157 -8055
-1454 6953
-3414 -804
4779 1492
-4573 9999
-8902 -4274
3739 3832
-8605 6986
5670 8633
-3895 -855
-7154 2742
-663 5608
-1127 -9076
-6474 -7756
9903 -4754
-9763 -4440
8893 -5750
-4327 626
9953 -5784
1001 -8799
-2969 4815
-3802 -5338
2833 6068
5781 -9620
7455 -2283
4303 6170
8401 -5750
9457 6517
-2553 2564
9092 963
-9475 -327
-1897 3766
-4443 528
3173 -6396
8067 7932
-489 4382
-2714 -5792
7999 2905
8456 -5833
-3421 -8841
7258 3642
5584 -2930
-6213 -5159
-3205 -7108
4687 3489
-9874 8996
7420 -9962
8858 2425
-1069 2572
-7217 -764
9034 2719
5174 3688
651 8469
-4381 -1865
9474 3226
8396 -325
4717 2392
-2592 -6666
-3700 -9049
4601 3013
-517 2265
3062 7410
5590 7452
7258 -9727
-2537 6414
5525 -8174
7519 3749
6635 5620
-5766 -8933
8995 1171
-7937 8543
-6426 4222
3774 -7366
6664 7160
8634 3966
634 -7600
